PeakID (cmd=annotatePeaks.pl 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5254	chr7	33376078	33376127	+	33	NA	exon (NM_001033605, exon 10 of 22)	exon (NM_001033605, exon 10 of 22)	206950	NM_198428	27241	Hs.372360	NM_014451	ENSG00000122507	BBS9	B1|C18|D1|PTHB1	Bardet-Biedl syndrome 9	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_288	chr1	109312149	109312198	+	33	NA	intron (NM_007269, intron 6 of 18)	intron (NM_007269, intron 6 of 18)	22888	NM_007269	6814	Hs.530436	NM_007269	ENSG00000116266	STXBP3	MUNC18-3|MUNC18C|PSP|UNC-18C	syntaxin binding protein 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1434	chr12	93192729	93192778	+	33	NA	exon (NM_003566, exon 21 of 29)	exon (NM_003566, exon 21 of 29)	62488	NM_001004330	440107	Hs.591013	NM_001004330	ENSG00000187510	PLEKHG7	-	pleckstrin homology domain containing, family G (with RhoGef domain) member 7	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2899	chr19	44111638	44111687	+	33	NA	3' UTR (NM_182498, exon 3 of 3)	3' UTR (NM_182498, exon 3 of 3)	-4591	NM_001145641	100170229	Hs.722032	NM_001145641	ENSG00000226763	SRRM5	ZNF576	serine/arginine repetitive matrix 5	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_733	chr10	88649456	88649505	+	33	NA	intron (NM_004329, intron 3 of 12)	U1|snRNA|snRNA	67945	NM_024756	79812	Hs.524479	NM_024756	ENSG00000173269	MMRN2	EMILIN-3|EMILIN3|ENDOGLYX-1	multimerin 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_819	chr10	127408305	127408354	+	33	NA	5' UTR (NM_001202438, exon 1 of 25)	promoter-TSS (NR_033847)	245	NR_110859	26098	Hs.468688	NM_015608	ENSG00000107938	EDRF1	C10orf137	erythroid differentiation regulatory factor 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3599	chr22	24937283	24937332	+	33	NA	non-coding (NR_104286, exon 4 of 4)	non-coding (NR_104286, exon 4 of 4)	13968	NM_001284254	83606	Hs.9850	NM_031444	ENSG00000138867	GUCD1	C22orf13|LLN4	guanylyl cyclase domain containing 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4242	chr4	186347005	186347065	+	33	NA	5' UTR (NM_018359, exon 1 of 12)	non-coding (NR_028085, exon 1 of 12)	104	NR_028085	55325	Hs.713548	NM_018359	ENSG00000109775	UFSP2	BHD|C4orf20	UFM1-specific peptidase 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_479	chr1	172413125	172413215	+	33	NA	5' UTR (NM_002642, exon 1 of 2)	promoter-TSS (NM_002642)	60	NM_002642	5279	Hs.188456	NM_002642	ENSG00000135845	PIGC	GPI2	phosphatidylinositol glycan anchor biosynthesis class C	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5114	chr7	77166113	77166162	+	33	NA	Intergenic	promoter-TSS (NM_002835)	-636	NM_002835	5782	Hs.61812	NM_002835	ENSG00000127947	PTPN12	PTP-PEST|PTPG1	protein tyrosine phosphatase, non-receptor type 12	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_807	chr10	98346510	98346576	+	33	NA	5' UTR (NM_020123, exon 1 of 15)	exon (NM_020123, exon 1 of 15)	266	NM_020123	56889	Hs.500674	NM_020123	ENSG00000077147	TM9SF3	EP70-P-iso|SMBP	transmembrane 9 superfamily member 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1831	chr14	99439145	99439267	+	33	NA	Intergenic--12011	Intergenic	261256	NM_182560	283598	Hs.448754	NM_182560	ENSG00000176605	C14orf177	-	chromosome 14 open reading frame 177	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2900	chr19	44118444	44118493	+	33	NA	5' UTR (NM_182498, exon 2 of 3)	5' UTR (NM_182498, exon 2 of 3)	2215	NM_001145641	100170229	Hs.722032	NM_001145641	ENSG00000226763	SRRM5	ZNF576	serine/arginine repetitive matrix 5	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4981	chr7	5553354	5553403	+	33	NA	5' UTR (NM_024963, exon 1 of 5)	promoter-TSS (NR_126168)	21	NM_024963	80028	Hs.623974	NM_024963		FBXL18	Fbl18	F-box and leucine-rich repeat protein 18	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3621	chr20	32100268	32100317	+	33	NA	intron (NM_001032999, intron 1 of 10)	L1ME3A|LINE|L1	22364	NM_001032999	9139	Hs.153934	NM_005093	ENSG00000078699	CBFA2T2	EHT|MTGR1|ZMYND3|p85	core-binding factor, runt domain, alpha subunit 2; translocated to, 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4801	chr5	177310945	177310994	+	33	NA	non-coding (NR_003615, exon 6 of 6)	non-coding (NR_003615, exon 6 of 6)	8707	NR_003615	728554	Hs.535769	NR_003615	ENSG00000170089	LOC728554	-	THO complex 3 pseudogene	pseudo
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3243	chr2	61278062	61278111	+	33	NA	3' UTR (NM_002618, exon 4 of 4)	3' UTR (NM_002618, exon 4 of 4)	-14920	NM_001129993	84542	Hs.468653	NM_032506	ENSG00000162929	KIAA1841	-	KIAA1841	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6198	chrX	154277303	154277352	+	33	NA	intron (NM_023934, intron 3 of 4)	L1M5|LINE|L1	22220	NM_001018025	4515	Hs.6917	NM_014221	ENSG00000214827	MTCP1	P13MTCP1|p8MTCP1	mature T-cell proliferation 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4889	chr6	131277450	131277499	+	33	NA	exon (NM_001431, exon 2 of 20)	exon (NM_001431, exon 2 of 20)	44433	NM_001252660	2037	Hs.486470	NM_001431	ENSG00000079819	EPB41L2	4.1-G|4.1G	erythrocyte membrane protein band 4.1-like 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4140	chr4	89978244	89978313	+	33	NA	5' UTR (NM_014883, exon 1 of 24)	promoter-TSS (NM_014883)	68	NM_014883	10144	Hs.97270	NM_014883	ENSG00000138640	FAM13A	ARHGAP48|FAM13A1	family with sequence similarity 13, member A	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2389	chr17	30192424	30192473	+	33	NA	exon (NM_018428, exon 18 of 19)	exon (NM_018428, exon 18 of 19)	-6122	NM_018405	55352	Hs.462729	NM_018405	ENSG00000172301	COPRS	C17orf79|COPR5|HSA272196|TTP1	coordinator of PRMT5, differentiation stimulator	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2748	chr19	5622738	5622787	+	33	NA	5' UTR (NM_014649, exon 1 of 21)	promoter-TSS (NM_002967)	176	NM_014649	9667	Hs.655392	NM_014649	ENSG00000130254	SAFB2	-	scaffold attachment factor B2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3168	chr2	27851921	27852003	+	33	NA	exon (NM_007266, exon 1 of 14)	promoter-TSS (NM_007266)	-64	NM_024584	79635	Hs.21081	NM_024584	ENSG00000176714	CCDC121	-	coiled-coil domain containing 121	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5896	chrX	53644301	53644350	+	33	NA	exon (NM_031407, exon 20 of 84)	exon (NM_031407, exon 20 of 84)	-60090	NR_029484	406889		NR_029484	ENSG00000208012	MIRLET7F2	LET7F2|MIRNLET7F2|let-7f-2	microRNA let-7f-2	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3024	chr19	44488347	44488396	+	33	NA	5' UTR (NM_198089, exon 1 of 5)	promoter-TSS (NM_198089)	49	NM_001260486	7711	Hs.279567	NM_003445	ENSG00000204920	ZNF155	pHZ-96	zinc finger protein 155	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5663	chr8	100165438	100165487	+	33	NA	intron (NM_015243, intron 14 of 17)	L1MC1|LINE|L1	139968	NR_047582	157680	Hs.191540	NM_015243	ENSG00000132549	VPS13B	CHS1|COH1	vacuolar protein sorting 13 homolog B (yeast)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5216	chr7	129414600	129414649	+	33	NA	Intergenic	promoter-TSS (NR_029512)	-15	NR_029512	407053		NR_029512	ENSG00000199158	MIR96	DFNA50|MIRN96|hsa-mir-96|miR-96|miRNA96	microRNA 96	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2217	chr16	31740707	31740756	+	33	NA	intron (NM_001130913, intron 3 of 4)	MSTD|LTR|ERVL-MaLR	16181	NM_001130913	124411	Hs.528826	NM_001004300	ENSG00000197302	ZNF720	-	zinc finger protein 720	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1017a	chr11	65191036	65191520	+	33	NA	non-coding (NR_131012, exon 1 of 1)	non-coding (NR_131012, exon 1 of 1)	1009	NR_028272	283131	Hs.523789	NR_002802		NEAT1	LINC00084|NCRNA00084|TncRNA|VINC	nuclear paraspeckle assembly transcript 1 (non-protein coding)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5561	chr8	38874850	38874937	+	33	NA	non-coding (NR_027878, exon 6 of 21)	non-coding (NR_027878, exon 6 of 21)	20388	NR_027878	8754	Hs.591852	NM_003816	ENSG00000168615	ADAM9	CORD9|MCMP|MDC9|Mltng	ADAM metallopeptidase domain 9	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_646	chr10	20290823	20290872	+	33	NA	exon (NM_001282736, exon 2 of 13)	exon (NM_001282736, exon 2 of 13)	185475	NM_032812	84898	Hs.99472	NM_032812	ENSG00000120594	PLXDC2	TEM7R	plexin domain containing 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5142	chr6	150123362	150123464	+	33	NA	exon (NM_005389, exon 7 of 8)	exon (NM_005389, exon 7 of 8)	52582	NM_001252053	5110	Hs.279257	NM_005389	ENSG00000120265	PCMT1	PIMT	protein-L-isoaspartate (D-aspartate) O-methyltransferase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2137	chr16	4526411	4526486	+	33	NA	5' UTR (NM_001127204, exon 1 of 7)	5' UTR (NM_001127204, exon 1 of 7)	107	NM_001286271	3163	Hs.284279	NM_002134	ENSG00000103415	HMOX2	HO-2	heme oxygenase 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4897	chr6	132834166	132834235	+	33	NA	5' UTR (NM_003569, exon 1 of 10)	5' UTR (NM_003569, exon 1 of 10)	137	NM_003569	8417	Hs.593148	NM_003569		STX7	-	syntaxin 7	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3986	chr3	42707276	42707325	+	33	NA	3' UTR (NM_145166, exon 6 of 6)	3' UTR (NM_145166, exon 6 of 6)	-11420	NR_125400	101928323		NR_125400		LOC101928323	-	uncharacterized LOC101928323	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_251	chr1	72029179	72029228	+	33	NA	intron (NM_173808, intron 6 of 6)	intron (NM_173808, intron 6 of 6)	273492	NR_046218	100852409	Hs.681780	NR_046218	ENSG00000228853	NEGR1-IT1	-	NEGR1 intronic transcript 1	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3251	chr2	164592453	164592502	+	33	NA	5' UTR (NM_018086, exon 1 of 3)	promoter-TSS (NM_018086)	36	NM_018086	55137	Hs.593650	NM_018086		FIGN	-	fidgetin	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1541	chr12	120554728	120554799	+	33	NA	Intergenic	promoter-TSS (NM_001167606)	-120	NM_001167606	11021	Hs.524788	NM_006861	ENSG00000111737	RAB35	H-ray|RAB1C|RAY	RAB35, member RAS oncogene family	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4916	chr6	27263207	27263256	+	33	NA	Intergenic--5527	tRNA-Gln-CAG|tRNA|tRNA	16780	NM_033482	94026	Hs.729955	NM_033482	ENSG00000158553	POM121L2	POM121-L|POM121L	POM121 transmembrane nucleoporin-like 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4359	chr5	55272016	55272096	+	33	NA	exon (NM_001190981, exon 3 of 16)	exon (NM_001190981, exon 3 of 16)	18765	NM_002184	3572	Hs.532082	NM_002184	ENSG00000134352	IL6ST	CD130|CDW130|GP130|IL-6RB	interleukin 6 signal transducer	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1561	chr13	41957877	41957927	+	33	NA	Intergenic--11306	Intergenic	-58798	NR_002163	100506759	Hs.507861	NR_002163		OR7E37P	OR7E48P|OST193|hg533	olfactory receptor, family 7, subfamily E, member 37 pseudogene	pseudo
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3193	chr2	128556823	128556872	+	33	NA	intron (NM_018383, intron 1 of 21)	L1M4|LINE|L1	11914	NM_001006622	55339	Hs.554831	NM_018383	ENSG00000136709	WDR33	NET14|WDC146	WD repeat domain 33	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2071	chr15	91043277	91043326	+	33	NA	exon (NM_003870, exon 38 of 38)	exon (NM_003870, exon 38 of 38)	-29817	NM_001042574	64784	Hs.567572	NM_022769	ENSG00000140577	CRTC3	TORC-3|TORC3	CREB regulated transcription coactivator 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5988	chrX	135333481	135333530	+	33	NA	5' UTR (NM_001173517, exon 1 of 18)	exon (NM_001173517, exon 1 of 18)	233	NM_001173517	79649	Hs.446275	NM_024597	ENSG00000129680	MAP7D3	MDP3	MAP7 domain containing 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5665	chr8	100515080	100515129	+	33	NA	exon (NM_017890, exon 27 of 62)	exon (NM_017890, exon 27 of 62)	33854	NR_030329	693184		NR_030329	ENSG00000207804	MIR599	MIRN599|hsa-mir-599	microRNA 599	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3858	chr3	107798930	107799014	+	33	NA	exon (NM_001777, exon 2 of 11)	exon (NM_001777, exon 2 of 11)	10963	NM_001777	961	Hs.446414	NM_001777	ENSG00000196776	CD47	IAP|MER6|OA3	CD47 molecule	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1474	chr12	111900203	111900252	+	33	NA	intron (NM_001310123, intron 18 of 21)	intron (NM_001310123, intron 18 of 21)	27561	NM_001291424	10019	Hs.506784	NM_005475	ENSG00000111252	SH2B3	IDDM20|LNK	SH2B adaptor protein 3	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4246	chr4	6271581	6271638	+	33	NA	5' UTR (NM_001145853, exon 1 of 8)	promoter-TSS (NM_001145853)	32	NM_001145853	7466	Hs.518602	NM_006005	ENSG00000109501	WFS1	CTRCT41|WFRS|WFS|WFSL	Wolfram syndrome 1 (wolframin)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3049	chr2	38295088	38295137	+	33	NA	3' UTR (NM_000104, exon 3 of 3)	TTS (NM_144713)	8211	NM_000104	1545	Hs.154654	NM_000104	ENSG00000138061	CYP1B1	CP1B|CYPIB1|GLC3A|P4501B1	cytochrome P450, family 1, subfamily B, polypeptide 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1570	chr13	45563556	45563605	+	33	NA	5' UTR (NM_012345, exon 1 of 10)	promoter-TSS (NM_012345)	33	NM_012345	26747	Hs.525006	NM_012345	ENSG00000083635	NUFIP1	NUFIP|bA540M5.1	nuclear fragile X mental retardation protein interacting protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4692	chr6	29604094	29604143	+	33	NA	Intergenic--5582	Intergenic	-3156	NM_001470	2550	Hs.167017	NM_001470	ENSG00000204681	GABBR1	GABABR1|GABBR1-3|GB1|GPRC3A|dJ271M21.1.1|dJ271M21.1.2	gamma-aminobutyric acid (GABA) B receptor, 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3662	chr20	36488379	36488428	+	33	NA	exon (NM_001281495, exon 15 of 17)	exon (NM_001281495, exon 15 of 17)	-43096	NM_080607	128434	Hs.517029	NM_080607	ENSG00000132821	VSTM2L	C20orf102|dJ1118M15.2	V-set and transmembrane domain containing 2 like	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5039	chr7	30536433	30536482	+	33	NA	non-coding (NR_037669, exon 3 of 3)	non-coding (NR_037669, exon 3 of 3)	8000	NM_001199816	79017	Hs.530024	NM_024051	ENSG00000006625	GGCT	C7orf24|CRF21|GCTG|GGC	gamma-glutamylcyclotransferase	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_657	chr10	7322295	7322344	+	33	NA	intron (NM_001029880, intron 6 of 20)	intron (NM_001029880, intron 6 of 20)	-93573	NR_132972	106635547		NR_132972		SNORD129	-	small nucleolar RNA, C/D box 129	snoRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5735	chr9	17517524	17517573	+	33	NA	Intergenic--7877	MLT1C|LTR|ERVL-MaLR	-61404	NM_003026	6456	Hs.75149	NM_003026	ENSG00000107295	SH3GL2	CNSA2|EEN-B1|SH3D2A|SH3P4	SH3-domain GRB2-like 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1955	chr15	43622901	43622950	+	33	NA	5' UTR (NM_001012969, exon 1 of 10)	promoter-TSS (NM_014793)	-105	NM_014793	9836	Hs.200596	NM_014793		LCMT2	PPM2|TYW4	leucine carboxyl methyltransferase 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3748	chr3	43504208	43504257	+	33	NA	intron (NM_018075, intron 11 of 12)	THE1B-int|LTR|ERVL-MaLR	-110778	NR_046757	100873954	Hs.600984	NR_046757		SNRK-AS1	-	SNRK antisense RNA 1	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1843	chr14	73959719	73959768	+	33	NA	3' UTR (NM_024644, exon 1 of 1)	3' UTR (NM_024644, exon 1 of 1)	2104	NM_024644	79697	Hs.509916	NM_024644	ENSG00000170468	C14orf169	MAPJD|NO66|ROX|URLC2|hsNO66	chromosome 14 open reading frame 169	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3546	chr2	238875665	238875714	+	33	NA	5' UTR (NM_001278308, exon 1 of 9)	non-coding (NR_103499, exon 1 of 8)	102	NR_037904	100533179	Hs.471785	NR_037904	ENSG00000258984	UBE2F-SCLY	-	UBE2F-SCLY readthrough (NMD candidate)	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1480	chr12	114404080	114404130	+	33	NA	5' UTR (NM_016196, exon 1 of 24)	promoter-TSS (NM_016196)	71	NM_001146699	9904	Hs.7482	NM_016196	ENSG00000122965	RBM19	-	RNA binding motif protein 19	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2582	chr17	55614514	55614563	+	33	NA	intron (NM_138962, intron 7 of 13)	intron (NM_138962, intron 7 of 13)	-13580	NR_110808	101927557	Hs.639984	NR_110808	ENSG00000266100	LOC101927557	-	uncharacterized LOC101927557	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5208b	chr7	5643497	5643643	+	33	NA	exon (NM_003088, exon 4 of 5)	exon (NM_003088, exon 4 of 5)	11134	NM_003088	6624	Hs.118400	NM_003088	ENSG00000075618	FSCN1	FAN1|HSN|SNL|p55	fascin actin-bundling protein 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4744	chr6	42233623	42233672	+	33	NA	intron (NM_001297573, intron 5 of 17)	intron (NM_001297573, intron 5 of 17)	-48014	NM_018141	55173	Hs.380887	NM_018141	ENSG00000048544	MRPS10	MRP-S10|PNAS-122	mitochondrial ribosomal protein S10	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5069	chr6	101841584	101841685	+	33	NA	Intergenic--5979	CpG	-5227	NM_175768	2898	Hs.98262	NM_021956	ENSG00000164418	GRIK2	EAA4|GLR6|GLUK6|GLUR6|GluK2|MRT6	glutamate receptor, ionotropic, kainate 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3794	chr3	52636279	52636328	+	33	NA	intron (NM_018313, intron 18 of 29)	intron (NM_018313, intron 18 of 29)	65682	NM_001124767	440957	Hs.660577	NM_001124767		SMIM4	C3orf78	small integral membrane protein 4	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3976	chr3	182697521	182697570	+	33	NA	intron (NM_001308101, intron 1 of 6)	intron (NM_001308101, intron 1 of 6)	844	NM_020640	54165	Hs.592789	NM_020640	ENSG00000043093	DCUN1D1	DCNL1|DCUN1L1|RP42|SCCRO|SCRO|Tes3	DCN1, defective in cullin neddylation 1, domain containing 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1246	chr12	6493107	6493156	+	33	NA	intron (NM_001270987, intron 1 of 9)	promoter-TSS (NM_002342)	-68	NM_002342	4055	Hs.1116	NM_002342	ENSG00000111321	LTBR	CD18|D12S370|LT-BETA-R|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFR3|TNFRSF3	lymphotoxin beta receptor (TNFR superfamily, member 3)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1632	chr13	50018395	50018444	+	33	NA	Intergenic	promoter-TSS (NM_001287337)	-10	NM_031915	83852	Hs.631789	NM_031915	ENSG00000136169	SETDB2	C13orf4|CLLD8|CLLL8|KMT1F	SET domain, bifurcated 2	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2621	chr18	3247114	3247163	+	33	NA	Intergenic	promoter-TSS (NM_006471)	-342	NM_001303048	10627	Hs.190086	NM_006471	ENSG00000101608	MYL12A	HEL-S-24|MLC-2B|MLCB|MRCL3|MRLC3|MYL2B	myosin light chain 12A	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3843	chr3	81548242	81548291	+	33	NA	exon (NM_000158, exon 15 of 16)	exon (NM_000158, exon 15 of 16)	262684	NM_000158	2632	Hs.436062	NM_000158	ENSG00000114480	GBE1	APBD|GBE|GSD4	glucan (1,4-alpha-), branching enzyme 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1362	chr12	53773187	53773243	+	33	NA	Intergenic	promoter-TSS (NM_001251825)	-764	NM_138473	6667	Hs.620754	NM_003109	ENSG00000185591	SP1	-	Sp1 transcription factor	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4545	chr5	43066156	43066205	+	33	NA	non-coding (NR_034127, exon 1 of 1)	promoter-TSS (NR_102752)	893	NR_034127	100132356	Hs.726831	NM_175919		LOC100132356	-	uncharacterized LOC100132356	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4197	chr4	140097394	140097443	+	33	NA	Intergenic--4352	CpG	-36788	NM_201999	1998	Hs.634040	NM_006874	ENSG00000109381	ELF2	EU32|NERF|NERF-1A|NERF-1B|NERF-1a,b|NERF-2	E74-like factor 2 (ets domain transcription factor)	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5444	chr7	133041170	133041244	+	33	NA	exon (NM_021807, exon 6 of 18)	exon (NM_021807, exon 6 of 18)	65572	NR_106749	102465139		NR_106749	ENSG00000276137	MIR6133	hsa-mir-6133	microRNA 6133	ncRNA
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3414	chr2	179007298	179007347	+	33	NA	Intergenic--2539	U5|snRNA|snRNA	30171	NM_152945	129831	Hs.377257	NM_152945	ENSG00000155636	RBM45	DRB1|RB-1	RNA binding motif protein 45	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2578	chr17	55055504	55055553	+	33	NA	5' UTR (NM_021626, exon 1 of 13)	promoter-TSS (NM_021626)	60	NM_021626	59342	Hs.514950	NM_021626	ENSG00000121064	SCPEP1	HSCP1|RISC	serine carboxypeptidase 1	protein-coding
4E1-rapa-02_S1_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2800a	chr19	811880	812083	+	33	NA	3' UTR (NM_031991, exon 14 of 14)	TTS (NM_001270366)	-1603	NR_036154	100422854		NR_036154	ENSG00000263414	MIR3187	mir-3187	microRNA 3187	ncRNA
